dataset;acck=1;acck=3;acck=5;acck=10;acck=15;acck=20;build_tree_sec;distance_calc_sec;total_secs
MSRAction3D;0.4276094276094276;0.47474747474747475;0.45454545454545453;0.43434343434343436;0.4377104377104377;0.39730639730639733;16.886964099998295;687.0877686999956;704.0241801738739
